source_id,height_lidar_m,height_lidar_method,height_lidar_confidence,height_lidar_status,height_lidar_source_tiles,height_lidar_point_count,height_lidar_roof_m,height_lidar_ground_m,height_lidar_updated_at,height_lidar_provenance
9937,5.09,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1185,23.813,18.727,2026-05-06T22:11:53.953299+00:00,"{""area_m2"": 108.597, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.904, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 23.719, ""roof_p98_m"": 23.863, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9938,4.8,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2813,22.426,17.628,2026-05-06T22:11:53.953626+00:00,"{""area_m2"": 257.074, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.919, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.301, ""roof_p98_m"": 22.517, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9939,5.03,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1446,22.134,17.099,2026-05-06T22:11:53.953939+00:00,"{""area_m2"": 122.82, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.25, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.044, ""roof_p98_m"": 22.189, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9940,5.1,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1836,21.509,16.41,2026-05-06T22:11:53.954259+00:00,"{""area_m2"": 151.0, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.645, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.399, ""roof_p98_m"": 21.548, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9941,4.97,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1399,20.644,15.675,2026-05-06T22:11:53.954569+00:00,"{""area_m2"": 119.29, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.78, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.567, ""roof_p98_m"": 20.666, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9942,5.27,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1966,22.635,17.365,2026-05-06T22:11:53.954875+00:00,"{""area_m2"": 160.862, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.968, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.494, ""roof_p98_m"": 22.688, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9943,4.73,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1576,22.761,18.032,2026-05-06T22:11:53.955193+00:00,"{""area_m2"": 143.204, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.172, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.701, ""roof_p98_m"": 23.569, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9944,4.59,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1049,22.017,17.431,2026-05-06T22:11:53.955489+00:00,"{""area_m2"": 85.357, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.486, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.967, ""roof_p98_m"": 22.031, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9945,5.33,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1390,22.352,17.023,2026-05-06T22:11:53.955795+00:00,"{""area_m2"": 117.203, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.337, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.254, ""roof_p98_m"": 22.391, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9946,4.62,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1344,22.886,18.27,2026-05-06T22:11:53.956143+00:00,"{""area_m2"": 115.636, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.458, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 22.82, ""roof_p98_m"": 22.921, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9947,5.27,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2157,23.145,17.874,2026-05-06T22:11:53.956466+00:00,"{""area_m2"": 185.366, ""ground_buffer_m"": 3, ""ground_p50_m"": 18.139, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 23.032, ""roof_p98_m"": 23.199, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9948,4.7,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1217,22.021,17.323,2026-05-06T22:11:53.956763+00:00,"{""area_m2"": 106.612, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.55, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.957, ""roof_p98_m"": 22.05, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9949,2.68,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},329,20.061,17.386,2026-05-06T22:11:53.957061+00:00,"{""area_m2"": 8.967, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.568, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.053, ""roof_p98_m"": 20.079, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9950,5.64,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1390,22.039,16.404,2026-05-06T22:11:53.957369+00:00,"{""area_m2"": 118.337, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.021, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.917, ""roof_p98_m"": 22.086, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9951,4.69,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1260,21.575,16.882,2026-05-06T22:11:53.957666+00:00,"{""area_m2"": 103.281, ""ground_buffer_m"": 3, ""ground_p50_m"": 17.098, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 21.507, ""roof_p98_m"": 21.611, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9952,4.55,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1439,21.059,16.504,2026-05-06T22:11:53.957979+00:00,"{""area_m2"": 115.997, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.594, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.986, ""roof_p98_m"": 21.093, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9953,4.69,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1413,20.872,16.179,2026-05-06T22:11:53.958281+00:00,"{""area_m2"": 131.027, ""ground_buffer_m"": 3, ""ground_p50_m"": 16.377, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.783, ""roof_p98_m"": 20.913, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9954,5.02,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1469,20.233,15.212,2026-05-06T22:11:53.958587+00:00,"{""area_m2"": 110.633, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.421, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.13, ""roof_p98_m"": 20.273, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9955,5.74,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2007,20.123,14.385,2026-05-06T22:11:53.958896+00:00,"{""area_m2"": 169.181, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.151, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.022, ""roof_p98_m"": 20.176, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9956,5.06,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2297,18.999,13.936,2026-05-06T22:11:53.959219+00:00,"{""area_m2"": 220.171, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.233, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.852, ""roof_p98_m"": 19.092, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9957,4.98,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1329,18.53,13.549,2026-05-06T22:11:53.959521+00:00,"{""area_m2"": 119.279, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.693, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.437, ""roof_p98_m"": 18.565, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9958,5.12,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1426,19.775,14.66,2026-05-06T22:11:53.959822+00:00,"{""area_m2"": 128.254, ""ground_buffer_m"": 3, ""ground_p50_m"": 14.887, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 19.693, ""roof_p98_m"": 19.819, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9959,5.01,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1418,17.769,12.755,2026-05-06T22:11:53.960196+00:00,"{""area_m2"": 119.511, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.885, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.684, ""roof_p98_m"": 17.797, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9960,5.34,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1278,16.945,11.607,2026-05-06T22:11:53.960589+00:00,"{""area_m2"": 104.039, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.966, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.86, ""roof_p98_m"": 16.972, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9961,4.6,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1488,15.752,11.155,2026-05-06T22:11:53.960893+00:00,"{""area_m2"": 123.843, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.254, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.658, ""roof_p98_m"": 15.79, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9962,5.06,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1720,20.745,15.688,2026-05-06T22:11:53.961368+00:00,"{""area_m2"": 143.171, ""ground_buffer_m"": 3, ""ground_p50_m"": 15.828, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 20.667, ""roof_p98_m"": 20.788, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9963,5.54,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1528,18.895,13.36,2026-05-06T22:11:53.961796+00:00,"{""area_m2"": 142.311, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.677, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.75, ""roof_p98_m"": 18.931, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9964,5.24,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1754,18.482,13.245,2026-05-06T22:11:53.962244+00:00,"{""area_m2"": 151.897, ""ground_buffer_m"": 3, ""ground_p50_m"": 13.46, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 18.4, ""roof_p98_m"": 18.525, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9965,5.19,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1196,17.311,12.124,2026-05-06T22:11:53.962672+00:00,"{""area_m2"": 109.098, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.309, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.246, ""roof_p98_m"": 17.341, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9966,4.55,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1208,15.32,10.77,2026-05-06T22:11:53.963117+00:00,"{""area_m2"": 113.602, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.9, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.253, ""roof_p98_m"": 15.352, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9967,4.75,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1642,14.588,9.84,2026-05-06T22:11:53.963630+00:00,"{""area_m2"": 156.882, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.008, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.52, ""roof_p98_m"": 14.64, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9968,4.78,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1154,13.916,9.138,2026-05-06T22:11:53.964118+00:00,"{""area_m2"": 104.142, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.395, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.855, ""roof_p98_m"": 13.939, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9969,2.62,roof_p95_minus_ground_p05_v1,medium,derived,{pei_2020_392000_690000.copc.laz},232,11.879,9.255,2026-05-06T22:11:53.964489+00:00,"{""area_m2"": 5.703, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.335, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 11.864, ""roof_p98_m"": 11.912, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9970,2.79,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},325,12.945,10.151,2026-05-06T22:11:53.964919+00:00,"{""area_m2"": 11.743, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.333, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.924, ""roof_p98_m"": 12.966, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9971,5.59,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2116,13.833,8.245,2026-05-06T22:11:53.965410+00:00,"{""area_m2"": 197.603, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.792, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.691, ""roof_p98_m"": 13.913, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9972,5.13,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1559,12.843,7.715,2026-05-06T22:11:53.965732+00:00,"{""area_m2"": 140.296, ""ground_buffer_m"": 3, ""ground_p50_m"": 7.935, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.747, ""roof_p98_m"": 12.882, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9973,4.67,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1316,14.956,10.284,2026-05-06T22:11:53.966037+00:00,"{""area_m2"": 107.531, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.517, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.89, ""roof_p98_m"": 14.987, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9974,4.22,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1551,13.823,9.607,2026-05-06T22:11:53.966347+00:00,"{""area_m2"": 122.244, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.715, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.794, ""roof_p98_m"": 13.837, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9975,5.0,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1541,14.09,9.089,2026-05-06T22:11:53.966656+00:00,"{""area_m2"": 133.799, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.311, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.999, ""roof_p98_m"": 14.14, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9976,4.86,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},2023,13.067,8.205,2026-05-06T22:11:53.966969+00:00,"{""area_m2"": 184.475, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.335, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.926, ""roof_p98_m"": 13.132, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9977,4.81,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1418,13.236,8.427,2026-05-06T22:11:53.967286+00:00,"{""area_m2"": 125.257, ""ground_buffer_m"": 3, ""ground_p50_m"": 8.644, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.154, ""roof_p98_m"": 13.271, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9978,4.69,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1255,13.726,9.037,2026-05-06T22:11:53.967580+00:00,"{""area_m2"": 105.13, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.186, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.592, ""roof_p98_m"": 13.775, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9979,5.21,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1502,14.622,9.416,2026-05-06T22:11:53.967887+00:00,"{""area_m2"": 130.951, ""ground_buffer_m"": 3, ""ground_p50_m"": 9.91, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 14.529, ""roof_p98_m"": 14.658, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9980,5.29,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1632,15.322,10.031,2026-05-06T22:11:53.968205+00:00,"{""area_m2"": 144.049, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.723, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 15.238, ""roof_p98_m"": 15.36, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9981,5.65,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1902,16.446,10.795,2026-05-06T22:11:53.968511+00:00,"{""area_m2"": 169.197, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.266, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 16.287, ""roof_p98_m"": 16.514, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9982,5.6,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},1990,17.432,11.833,2026-05-06T22:11:53.968823+00:00,"{""area_m2"": 178.78, ""ground_buffer_m"": 3, ""ground_p50_m"": 12.332, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 17.311, ""roof_p98_m"": 17.488, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9983,2.44,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},430,13.835,11.393,2026-05-06T22:11:53.969132+00:00,"{""area_m2"": 14.368, ""ground_buffer_m"": 3, ""ground_p50_m"": 11.542, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.813, ""roof_p98_m"": 13.84, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9984,2.77,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},371,13.187,10.414,2026-05-06T22:11:53.969424+00:00,"{""area_m2"": 11.896, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.574, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 13.177, ""roof_p98_m"": 13.2, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
9985,2.57,roof_p95_minus_ground_p05_v1,high,derived,{pei_2020_392000_690000.copc.laz},396,12.529,9.964,2026-05-06T22:11:53.969714+00:00,"{""area_m2"": 14.857, ""ground_buffer_m"": 3, ""ground_p50_m"": 10.155, ""height_definition"": ""roof_p95_m - ground_p05_m"", ""lidar_srid"": 2961, ""roof_p90_m"": 12.51, ""roof_p98_m"": 12.532, ""source_building_table"": ""public.\""CHTWN_OSM_Buildings\"""", ""source_lidar_dir"": ""maps/pei/lidar""}"
